labels,log
3,<117>Apr 21 17:03:44 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553424 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=55553 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.91.112.52 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341565704 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Canada FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=55553 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=369 out=290 in=402 FTNTFGTsentpkt=3 FTNTFGTrcvdpkt=3 FTNTFGTsentdelta=76 FTNTFGTrcvddelta=104 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:44 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553424 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=54530 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.91.112.52 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341621359 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Canada FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=54530 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=180 out=106 in=174 FTNTFGTsentpkt=1 FTNTFGTrcvdpkt=1 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:44 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553424 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=54148 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.91.112.53 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341621270 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Canada FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=54148 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=180 out=0 in=0 FTNTFGTsentpkt=0 FTNTFGTrcvdpkt=0 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:44 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553424 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=56247 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.91.112.52 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341575614 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Canada FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=56247 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=337 out=190 in=253 FTNTFGTsentpkt=2 FTNTFGTrcvdpkt=2 FTNTFGTsentdelta=107 FTNTFGTrcvddelta=123 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 src=172.30.104.2 shost=WIN-UI0CQDNOR44 spt=64702 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.91.112.52 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341621261 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Canada FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=64702 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=180 out=77 in=141 FTNTFGTsentpkt=1 FTNTFGTrcvdpkt=1 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:89:2e:1f FTNTFGTsrcmac=00:0c:29:89:2e:1f FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:44 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00020|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000020 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553424 src=172.25.105.89 shost=NB-7292 spt=53220 deviceInboundInterface=vmvdi FTNTFGTsrcintfrole=lan dst=38.90.226.52 dpt=8883 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=f5dcdbc8-4d95-51ea-d190-ae661cbd2acd externalId=3339268251 proto=6 act=accept FTNTFGTpolicyid=8 FTNTFGTpolicytype=policy app=tcp/8883 FTNTFGTdstcountry=United States FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=53220 FTNTFGTappid=41540 FTNTFGTapp=SSL_TLSv1.2 FTNTFGTappcat=Network.Service FTNTFGTapprisk=medium FTNTFGTapplist=g-default FTNTFGTduration=7638 out=42110 in=30115 FTNTFGTsentpkt=749 FTNTFGTrcvdpkt=380 FTNTFGTsentdelta=666 FTNTFGTrcvddelta=426 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows FTNTFGTosversion=NT 10.0 FTNTFGTmastersrcmac=00:68:eb:92:89:f7 FTNTFGTsrcmac=00:68:eb:92:89:f7 FTNTFGTsrcserver=0
3,<117>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward server-rst|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 src=172.30.104.31 spt=38580 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=140.174.22.70 dpt=443 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341673622 proto=6 act=server-rst FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=HTTPS FTNTFGTdstcountry=United States FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=38580 FTNTFGTappid=15895 FTNTFGTapp=SSL FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=21 out=2246 in=132 FTNTFGTsentpkt=11 FTNTFGTrcvdpkt=3 FTNTFGTutmaction=allow FTNTFGTcountapp=1 FTNTFGTdevtype=Linux PC FTNTFGTdevcategory=None FTNTFGTosname=Linux FTNTFGTosversion=3.16.0 FTNTFGTmastersrcmac=00:50:56:b9:21:48 FTNTFGTsrcmac=00:50:56:b9:21:48 FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=56529 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.91.112.53 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341464484 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Canada FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=56529 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=713 out=862 in=1263 FTNTFGTsentpkt=9 FTNTFGTrcvdpkt=9 FTNTFGTsentdelta=167 FTNTFGTrcvddelta=192 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward server-rst|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 src=172.25.105.173 shost=DESKTOP-SL05D8O spt=63488 deviceInboundInterface=vmvdi FTNTFGTsrcintfrole=lan dst=178.250.0.189 dpt=443 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=f5dcdbc8-4d95-51ea-d190-ae661cbd2acd externalId=3341676057 proto=6 act=server-rst FTNTFGTpolicyid=8 FTNTFGTpolicytype=policy app=HTTPS FTNTFGTdstcountry=France FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=63488 FTNTFGTappid=40568 FTNTFGTapp=HTTPS.BROWSER FTNTFGTappcat=Web.Client FTNTFGTapprisk=medium FTNTFGTapplist=g-default FTNTFGTduration=15 out=1831 in=1181 FTNTFGTsentpkt=12 FTNTFGTrcvdpkt=12 FTNTFGTutmaction=allow FTNTFGTcountapp=2 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTunauthuser=VDICL2016$ FTNTFGTunauthusersource=kerberos FTNTFGTmastersrcmac=00:50:56:b9:bd:70 FTNTFGTsrcmac=00:50:56:b9:bd:70 FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=54222 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.74.204.3 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341616734 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=United States FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=54222 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=195 out=213 in=71 FTNTFGTsentpkt=3 FTNTFGTrcvdpkt=1 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward server-rst|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 src=172.25.105.173 shost=DESKTOP-SL05D8O spt=63484 deviceInboundInterface=vmvdi FTNTFGTsrcintfrole=lan dst=54.80.147.122 dpt=443 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=f5dcdbc8-4d95-51ea-d190-ae661cbd2acd externalId=3341675912 proto=6 act=server-rst FTNTFGTpolicyid=8 FTNTFGTpolicytype=policy app=HTTPS FTNTFGTdstcountry=United States FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=63484 FTNTFGTappid=40568 FTNTFGTapp=HTTPS.BROWSER FTNTFGTappcat=Web.Client FTNTFGTapprisk=medium FTNTFGTapplist=g-default FTNTFGTduration=15 out=2750 in=1260 FTNTFGTsentpkt=13 FTNTFGTrcvdpkt=13 FTNTFGTutmaction=allow FTNTFGTcountapp=2 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTunauthuser=VDICL2016$ FTNTFGTunauthusersource=kerberos FTNTFGTmastersrcmac=00:50:56:b9:bd:70 FTNTFGTsrcmac=00:50:56:b9:bd:70 FTNTFGTsrcserver=1
3,"<118>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|28704|utm:app-ctrl app-ctrl-all pass|2|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=1059028704 cat=utm:app-ctrl FTNTFGTsubtype=app-ctrl FTNTFGTeventtype=app-ctrl-all FTNTFGTlevel=information FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 FTNTFGTappid=34789 src=172.25.105.89 dst=192.168.1.181 spt=52193 dpt=161 deviceInboundInterface=vmvdi FTNTFGTsrcintfrole=lan deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined proto=17 app=SNMP deviceDirection=1 FTNTFGTpolicyid=8 externalId=3341681291 FTNTFGTapplist=g-default FTNTFGTappcat=Network.Service FTNTFGTapp=SNMP_GetRequest act=pass FTNTFGTincidentserialno=502282140 msg=Network.Service: SNMP_GetRequest, FTNTFGTapprisk=elevated"
3,"<118>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|28704|utm:app-ctrl app-ctrl-all pass|2|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=1059028704 cat=utm:app-ctrl FTNTFGTsubtype=app-ctrl FTNTFGTeventtype=app-ctrl-all FTNTFGTlevel=information FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 FTNTFGTappid=34789 src=172.25.105.89 dst=192.168.1.181 spt=52197 dpt=161 deviceInboundInterface=vmvdi FTNTFGTsrcintfrole=lan deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined proto=17 app=SNMP deviceDirection=1 FTNTFGTpolicyid=8 externalId=3341681296 FTNTFGTapplist=g-default FTNTFGTappcat=Network.Service FTNTFGTapp=SNMP_GetRequest act=pass FTNTFGTincidentserialno=1648930051 msg=Network.Service: SNMP_GetRequest, FTNTFGTapprisk=elevated"
3,<117>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward deny|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 src=10.0.0.9 spt=56578 deviceInboundInterface=virtsrv FTNTFGTsrcintfrole=lan dst=172.25.164.205 dpt=7680 deviceOutboundInterface=test FTNTFGTdstintfrole=lan FTNTFGTpoluuid=c2d4ccbc-7c39-51eb-47d6-4b88a10b7610 externalId=3341681285 proto=6 act=deny FTNTFGTpolicyid=23 FTNTFGTpolicytype=policy app=tcp/7680 FTNTFGTdstcountry=Reserved FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=noop FTNTFGTduration=0 out=0 in=0 FTNTFGTsentpkt=0 FTNTFGTappcat=unscanned FTNTFGTcrscore=30 FTNTFGTcraction=131072 FTNTFGTcrlevel=high FTNTFGTdevtype=Linux PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Linux FTNTFGTosversion=CentOS FTNTFGTmastersrcmac=00:50:56:b9:6b:6d FTNTFGTsrcmac=00:50:56:b9:6b:6d FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=56471 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=106.75.183.125 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341621501 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=China FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=56471 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=180 out=83 in=83 FTNTFGTsentpkt=1 FTNTFGTrcvdpkt=1 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00020|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000020 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=54599 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.91.112.52 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341633756 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Canada FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=54599 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=135 out=305 in=522 FTNTFGTsentpkt=3 FTNTFGTrcvdpkt=3 FTNTFGTsentdelta=305 FTNTFGTrcvddelta=522 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<115>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|54200|dns:dns-response pass|5|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=1501054200 cat=dns:dns-response FTNTFGTsubtype=dns-response FTNTFGTlevel=error FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 FTNTFGTpolicyid=7 externalId=3341676312 src=172.30.104.2 spt=49323 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=103.242.13.14 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined proto=17 FTNTFGTprofile=default FTNTFGTxid=54976 FTNTFGTqname=13.13.242.103.in-addr.arpa FTNTFGTqtype=PTR FTNTFGTqtypeval=12 FTNTFGTqclass=IN msg=A DNS resolution error occurs act=pass FTNTFGTerror=DNS query timeout
3,<117>Apr 21 17:03:45 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward server-rst|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553425 src=172.25.105.173 shost=DESKTOP-SL05D8O spt=63485 deviceInboundInterface=vmvdi FTNTFGTsrcintfrole=lan dst=178.250.2.131 dpt=443 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=f5dcdbc8-4d95-51ea-d190-ae661cbd2acd externalId=3341675914 proto=6 act=server-rst FTNTFGTpolicyid=8 FTNTFGTpolicytype=policy app=HTTPS FTNTFGTdstcountry=Netherlands FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=63485 FTNTFGTappid=40568 FTNTFGTapp=HTTPS.BROWSER FTNTFGTappcat=Web.Client FTNTFGTapprisk=medium FTNTFGTapplist=g-default FTNTFGTduration=15 out=4969 in=2024 FTNTFGTsentpkt=20 FTNTFGTrcvdpkt=17 FTNTFGTutmaction=allow FTNTFGTcountapp=2 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTunauthuser=VDICL2016$ FTNTFGTunauthusersource=kerberos FTNTFGTmastersrcmac=00:50:56:b9:bd:70 FTNTFGTsrcmac=00:50:56:b9:bd:70 FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:46 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553426 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=56471 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=117.50.58.173 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341621563 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=China FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=56471 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=180 out=83 in=83 FTNTFGTsentpkt=1 FTNTFGTrcvdpkt=1 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:46 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00020|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000020 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553426 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=56312 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.91.112.53 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341628425 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Canada FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=56312 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=156 out=69 in=85 FTNTFGTsentpkt=1 FTNTFGTrcvdpkt=1 FTNTFGTsentdelta=69 FTNTFGTrcvddelta=85 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
